CVE,CVE-Description,CVSSv2 Base (nvd),CVSSv3.1 Base (nvd),QID,Title,Severity,KB Severity,Type Detected,Last Detected,First Detected,Protocol,Port,Status,Asset Id,Asset Name,Asset IPV4,Asset IPV6,Solution,Asset Tags,Disabled,Ignored,QVS Score,Detection AGE,Published Date,Patch Released,Category,CVSS Rating Labels,RTI,Operating System,Last Fixed,Last Reopened,Times Detected,Threat,Vuln Patchable,Asset Critical Score,TruRisk Score,Vulnerability Tags,Results
CVE-2019-5514,VMware VMware Fusion (11.x before 11.0.3) contains a security vulnerability due to certain unauthenticated APIs accessible through a web socket. An attacker may exploit this issue by tricking the host user to execute a JavaScript to perform unauthorized functions on the guest machine where VMware Tools is installed. This may further be exploited to execute commands on the guest machines.,6.8,8.8,371719,"VMware Workstation (14.x,15.x), Fusion (10.x,11.x) Multiple Vulnerabilities (VMSA-2019-0005)",4,4,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","User can download latest version from:  
 VMware Workstation Pro 14.1.6, 15.0.3  
 VMware Workstation Player 14.1.6, 15.0.3 
 VMware Fusion Pro / Fusion 10.1.6, 11.0.3 
For more information refer to VMSA-2019-0005  (User can download latest version from: <BR> 
https://www.vmware.com/go/downloadworkstation
https://my.vmware.com/en/web/vmware/free#desktop_end_user_computing/vmware_workstation_player/14_0
https://www.vmware.com/go/downloadfusion
https://www.vmware.com/in/security/advisories/VMSA-2019-0005.html)",Cloud Agent,No,No,35,39,"Apr 1, 2019","Mar 27, 2019",Local,HIGH,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Predicted High Risk,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,Successful exploitation  of this vulnerability may allow a guest to execute code on the host.,Yes,2,337,,"C:\Program Files (x86)\VMware\VMware Player\\vmplayer.exe  Version is  15.0.0.38213
"
CVE-2018-6983,VMware Workstation (15.x before 15.0.2 and 14.x before 14.1.5) and Fusion (11.x before 11.0.2 and 10.x before 10.1.5) contain an integer overflow vulnerability in the virtual network devices. This issue may allow a guest to execute code on the host.,7.2,8.8,371332,"VMware Workstation (14.x,15.x), Fusion (10.x,11.x) Integer Overflow Vulnerability (VMSA-2018-0030)",5,5,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","User can download latest version from:  
 VMware Workstation Pro 14.1.5, 15.0.2  
 VMware Workstation Player 14.1.5, 15.0.2 
 VMware Fusion Pro / Fusion 10.1.5, 11.0.2 
For more information refer to VMSA-2018-0030  (User can download latest version from: <BR> 
https://www.vmware.com/go/downloadworkstation
https://my.vmware.com/en/web/vmware/free#desktop_end_user_computing/vmware_workstation_player/14_0
https://www.vmware.com/go/downloadfusion
https://www.vmware.com/security/advisories/VMSA-2018-0030.html)",Cloud Agent,No,No,35,39,"Nov 26, 2018","Nov 21, 2018",Local,HIGH,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Privilege Escalation",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,Successful exploitation  of this vulnerability may allow a guest to execute code on the host. ,Yes,2,337,,"C:\Program Files (x86)\VMware\VMware Player\\vmplayer.exe  Version is  15.0.0.38213
"
-,-,-,-,90007,Enabled Cached Logon Credential,2,2,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","We recommend that you locate the following Registry key, and then set or create a REG_SZ 'CachedLogonsCount' entry with a '0' value:

HKEY_LOCAL_MACHINE\Software\Microsoft\Windows Nt\CurrentVersion\Winlogon
(We recommend that you locate the following Registry key, and then set or create a REG_SZ 'CachedLogonsCount' entry with a '0' value:
<P>
HKEY_LOCAL_MACHINE\Software\Microsoft\Windows Nt\CurrentVersion\Winlogon
)",Cloud Agent,No,No,-,39,"Jan 1, 1999",-,Windows,MEDIUM,"Easy Exploit,Patch Not Available",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,"Unauthorized users can gain access to this cached information, thereby obtaining sensitive logon information.",No,2,337,,"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon cachedlogonscount = 10
"
CVE-2017-8313,Heap out-of-bound read in ParseJSS in VideoLAN VLC before 2.2.5 due to missing check of string termination allows attackers to read data beyond allocated memory and potentially crash the process via a crafted subtitles file.,4.3,5.5,370403,VideoLAN VLC Media Player Subtitles Remote Code Execution Vulnerability,4,4,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",Customers are advised to download the latest version from VLC Media Player Download Page(http://www.videolan.org/),Cloud Agent,No,No,30,39,"May 26, 2017","Apr 6, 2017",Local,HIGH,"Public Exploit,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,<P>On successful exploitation it allows remote attackers to execute arbitrary code via a crafted subtitles file.,Yes,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
CVE-2017-8312,Heap out-of-bound read in ParseJSS in VideoLAN VLC due to missing check of string length allows attackers to read heap uninitialized data via a crafted subtitles file.,4.3,5.5,370403,VideoLAN VLC Media Player Subtitles Remote Code Execution Vulnerability,4,4,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",Customers are advised to download the latest version from VLC Media Player Download Page(http://www.videolan.org/),Cloud Agent,No,No,30,39,"May 26, 2017","Apr 6, 2017",Local,HIGH,"Public Exploit,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,<P>On successful exploitation it allows remote attackers to execute arbitrary code via a crafted subtitles file.,Yes,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
CVE-2017-8311,Potential heap based buffer overflow in ParseJSS in VideoLAN VLC before 2.2.5 due to skipping NULL terminator in an input string allows attackers to execute arbitrary code via a crafted subtitles file.,6.8,7.8,370403,VideoLAN VLC Media Player Subtitles Remote Code Execution Vulnerability,4,4,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",Customers are advised to download the latest version from VLC Media Player Download Page(http://www.videolan.org/),Cloud Agent,No,No,42,39,"May 26, 2017","Apr 6, 2017",Local,HIGH,"Public Exploit,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,<P>On successful exploitation it allows remote attackers to execute arbitrary code via a crafted subtitles file.,Yes,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
CVE-2017-8310,Heap out-of-bound read in CreateHtmlSubtitle in VideoLAN VLC 2.2.x due to missing check of string termination allows attackers to read data beyond allocated memory and potentially crash the process (causing a denial of service) via a crafted subtitles file.,4.3,5.5,370403,VideoLAN VLC Media Player Subtitles Remote Code Execution Vulnerability,4,4,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",Customers are advised to download the latest version from VLC Media Player Download Page(http://www.videolan.org/),Cloud Agent,No,No,30,39,"May 26, 2017","Apr 6, 2017",Local,HIGH,"Public Exploit,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,<P>On successful exploitation it allows remote attackers to execute arbitrary code via a crafted subtitles file.,Yes,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
CVE-2014-1684,The ASF_ReadObject_file_properties function in modules/demux/asf/libasf.c in the ASF Demuxer in VideoLAN VLC Media Player before 2.1.3 allows remote attackers to cause a denial of service (divide-by-zero error and crash) via a zero minimum and maximum data packet size in an ASF file.,4.3,-,122728,"VideoLAN VLC Media Player "".asf"" File Denial of Service Vulnerability",3,3,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",Customers are advised to install VLC media player 2.1.3 or later to remediate this vulnerability.(http://www.videolan.org/),Cloud Agent,No,No,37,39,"Oct 13, 2014","Jan 30, 2014",Local,MEDIUM,"Active Attacks,Public Exploit",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,"Successful exploitation could allow an unauthenticated, remote attacker to trigger a divide-by-zero error and cause a denial of service condition on the affected system.<P>",No,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
CVE-2023-5058,Improper Input Validation in the processing of user-supplied splash screen during system boot in Phoenix SecureCore��� Technology��� 4 potentially allows denial-of-service attacks or arbitrary code execution.,-,7.8,379240,LENOVO UEFI BIOS LogoFAIL Multiple Vulnerabilities (LEN-145284),4,4,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",The vendor has advised to Update system firmware to the version (or newer) indicated for the specific model in the Product Impact section of LEN-145284.(https://support.lenovo.com/us/en/product_security/LEN-145284),Cloud Agent,No,No,35,17,"Mar 18, 2024","Jan 3, 2024",Local,HIGH,"Easy Exploit,Public Exploit,Privilege Escalation",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,Successfull exploitation of this vulnerability can lead to Denial of Service and Privilege Escalation.,No,2,337,,"HKLM\HARDWARE\DESCRIPTION\System\BIOS BaseBoardManufacturer = LENOVO 
HKLM\HARDWARE\DESCRIPTION\System\BIOS SystemVersion = ThinkPad T14s Gen 1 
HKLM\HARDWARE\DESCRIPTION\System\BIOS BaseBoardProduct = 20T1S0Q300 
HKLM\HARDWARE\DESCRIPTION\System\BIOS BIOSVersion = N2YET24W (1.13 )
"
CVE-2023-39538,"
AMI AptioV contains a vulnerability in BIOS where a User may cause an unrestricted upload of a BMP Logo file with dangerous type by Local access. A successful exploit of this vulnerability may lead to a loss of Confidentiality, Integrity, and/or Availability.��





",-,7.8,379240,LENOVO UEFI BIOS LogoFAIL Multiple Vulnerabilities (LEN-145284),4,4,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",The vendor has advised to Update system firmware to the version (or newer) indicated for the specific model in the Product Impact section of LEN-145284.(https://support.lenovo.com/us/en/product_security/LEN-145284),Cloud Agent,No,No,35,17,"Mar 18, 2024","Jan 3, 2024",Local,HIGH,"Easy Exploit,Public Exploit,Privilege Escalation",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,Successfull exploitation of this vulnerability can lead to Denial of Service and Privilege Escalation.,No,2,337,,"HKLM\HARDWARE\DESCRIPTION\System\BIOS BaseBoardManufacturer = LENOVO 
HKLM\HARDWARE\DESCRIPTION\System\BIOS SystemVersion = ThinkPad T14s Gen 1 
HKLM\HARDWARE\DESCRIPTION\System\BIOS BaseBoardProduct = 20T1S0Q300 
HKLM\HARDWARE\DESCRIPTION\System\BIOS BIOSVersion = N2YET24W (1.13 )
"
CVE-2023-39539,"
AMI AptioV contains a vulnerability in BIOS where a User may cause an unrestricted upload of a PNG Logo file with dangerous type by Local access. A successful exploit of this vulnerability may lead to a loss of Confidentiality, Integrity, and/or Availability.��





",-,7.8,379240,LENOVO UEFI BIOS LogoFAIL Multiple Vulnerabilities (LEN-145284),4,4,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",The vendor has advised to Update system firmware to the version (or newer) indicated for the specific model in the Product Impact section of LEN-145284.(https://support.lenovo.com/us/en/product_security/LEN-145284),Cloud Agent,No,No,42,17,"Mar 18, 2024","Jan 3, 2024",Local,HIGH,"Easy Exploit,Public Exploit,Privilege Escalation",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,Successfull exploitation of this vulnerability can lead to Denial of Service and Privilege Escalation.,No,2,337,,"HKLM\HARDWARE\DESCRIPTION\System\BIOS BaseBoardManufacturer = LENOVO 
HKLM\HARDWARE\DESCRIPTION\System\BIOS SystemVersion = ThinkPad T14s Gen 1 
HKLM\HARDWARE\DESCRIPTION\System\BIOS BaseBoardProduct = 20T1S0Q300 
HKLM\HARDWARE\DESCRIPTION\System\BIOS BIOSVersion = N2YET24W (1.13 )
"
CVE-2023-40238,"A LogoFAIL issue was discovered in BmpDecoderDxe in Insyde InsydeH2O with kernel 5.2 before 05.28.47, 5.3 before 05.37.47, 5.4 before 05.45.47, 5.5 before 05.53.47, and 5.6 before 05.60.47 for certain Lenovo devices. Image parsing of crafted BMP logo files can copy data to a specific address during the DXE phase of UEFI execution. This occurs because of an integer signedness error involving PixelHeight and PixelWidth during RLE4/RLE8 compression.",-,5.5,379240,LENOVO UEFI BIOS LogoFAIL Multiple Vulnerabilities (LEN-145284),4,4,Confirmed,"Jul 12, 2024","Jul 12, 2024",-,-,NEW,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",The vendor has advised to Update system firmware to the version (or newer) indicated for the specific model in the Product Impact section of LEN-145284.(https://support.lenovo.com/us/en/product_security/LEN-145284),Cloud Agent,No,No,36,17,"Mar 18, 2024","Jan 3, 2024",Local,HIGH,"Easy Exploit,Public Exploit,Privilege Escalation",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,1,Successfull exploitation of this vulnerability can lead to Denial of Service and Privilege Escalation.,No,2,337,,"HKLM\HARDWARE\DESCRIPTION\System\BIOS BaseBoardManufacturer = LENOVO 
HKLM\HARDWARE\DESCRIPTION\System\BIOS SystemVersion = ThinkPad T14s Gen 1 
HKLM\HARDWARE\DESCRIPTION\System\BIOS BaseBoardProduct = 20T1S0Q300 
HKLM\HARDWARE\DESCRIPTION\System\BIOS BIOSVersion = N2YET24W (1.13 )
"
CVE-2023-47359,Videolan VLC prior to version 3.0.20 contains an incorrect offset read that leads to a Heap-Based Buffer Overflow in function GetPacket() and results in a memory corruption.,-,9.8,379008,VideoLAN VLC Media player Vulnerability fixed in VLC media player (VideoLAN-SB-VLC-3020),3,3,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",The vendor has released updates to resolve this issue. Refer to VideoLAN-SB-VLC-3020 to obtain more information.(https://www.videolan.org/security/sb-vlc3020.html),Cloud Agent,No,No,71,39,"Nov 29, 2023","Nov 14, 2023",Local,CRITICAL,"High Lateral Movement,Public Exploit,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,Successful exploitation of this vulnerability may allow an attacker to execute arbitrary code on the target system.,Yes,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
CVE-2023-47360,Videolan VLC prior to version 3.0.20 contains an Integer underflow that leads to an incorrect packet length.,-,7.5,379008,VideoLAN VLC Media player Vulnerability fixed in VLC media player (VideoLAN-SB-VLC-3020),3,3,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",The vendor has released updates to resolve this issue. Refer to VideoLAN-SB-VLC-3020 to obtain more information.(https://www.videolan.org/security/sb-vlc3020.html),Cloud Agent,No,No,41,39,"Nov 29, 2023","Nov 14, 2023",Local,CRITICAL,"High Lateral Movement,Public Exploit,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,Successful exploitation of this vulnerability may allow an attacker to execute arbitrary code on the target system.,Yes,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
-,-,-,-,123844,"VLC Media Player ""m3u8/m3u"" Denial of Service Vulnerability",3,3,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622",The vendor has not confirmed the vulnerability and no patch information is available as of now(The vendor has not confirmed the vulnerability and no patch information is available as of now),Cloud Agent,No,No,-,39,"Aug 31, 2015",-,Local,HIGH,"Denial Of Service,Patch Not Available",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,Successful  exploitation of this vulnerability will allow an attacker to cause a denial of service,No,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe Version is  1.1.0.0
"
CVE-2010-3124,"Untrusted search path vulnerability in bin/winvlc.c in VLC Media Player 1.1.3 and earlier allows local users, and possibly remote attackers, to execute arbitrary code and conduct DLL hijacking attacks via a Trojan horse wintab32.dll that is located in the same folder as a .mp3 file.",9.3,-,118441,VLC Player DLL Preloading Code Execution Vulnerability (VideoLAN-SA-1005),4,4,Confirmed,"Jul 12, 2024","Jun 20, 2024",-,-,ACTIVE,659180224,windows,"10.34.176.146,192.168.23.1,192.168.56.1,192.168.88.1","fe80:0:0:0:302b:2823:eb0d:5dba,fe80:0:0:0:b351:12b8:fa75:8f5f,fe80:0:0:0:bd57:adf7:ad2b:1e04,fe80:0:0:0:c0c6:d7bd:d505:2622","VLC media player 1.1.4 addresses this issue. 

Refer to vendor advisory VideoLAN-SA-1005 to obtain additional details about the vulnerability.(VLC media player 1.1.4 addresses this issue. 
<P>
http://www.videolan.org/security/sa1005.html)",Cloud Agent,No,No,72,39,"Aug 26, 2010","Aug 25, 2010",Local,CRITICAL,"Denial Of Service,High Data Loss,High Lateral Movement,Public Exploit,Predicted High Risk,Remote Code Execution",Microsoft Windows 11 Pro 10.0.22631 64-bit N/A Build 22631 UBR 3737,-,-,7,Successfully exploiting this vulnerability might allow a remote attacker to execute arbitrary code in context of VLC media player. ,No,2,337,,"C:\Program Files (x86)\VideoLAN\VLC\vlc.exe   found 
C:\Program Files (x86)\VideoLAN\VLC\vlc.exe  Version is  1.1.0.0
"
